Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1268133,-,-,-,40.81,-73.26,-5,40,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,GHI
2004,4,2,22,30,0,0
2004,4,2,23,30,0,0
2004,4,3,0,30,0,0
2004,4,3,1,30,0,0
2004,4,3,2,30,0,0
2004,4,3,3,30,0,0
2004,4,3,4,30,0,0
2004,4,3,5,30,0,0
2004,4,3,6,30,74,74
2004,4,3,7,30,14,14
2004,4,3,8,30,22,22
2004,4,3,9,30,163,163
2004,4,3,10,30,341,382
2004,4,3,11,30,224,224
2004,4,3,12,30,148,148
2004,4,3,13,30,286,304
2004,4,3,14,30,147,147
2004,4,3,15,30,170,170
2004,4,3,16,30,99,99
2004,4,3,17,30,33,33
2004,4,3,18,30,0,0
2004,4,3,19,30,0,0
2004,4,3,20,30,0,0
2004,4,3,21,30,0,0
2004,4,3,22,30,0,0
2004,4,3,23,30,0,0
2004,4,4,0,30,0,0
2004,4,4,1,30,0,0
2004,4,4,2,30,0,0
2004,4,4,3,30,0,0
2004,4,4,4,30,0,0
2004,4,4,5,30,0,0
2004,4,4,6,30,24,24
2004,4,4,7,30,23,23
2004,4,4,8,30,76,76
2004,4,4,9,30,148,148
2004,4,4,10,30,294,744
2004,4,4,11,30,443,560
2004,4,4,12,30,416,624
2004,4,4,13,30,385,432
2004,4,4,14,30,280,289
2004,4,4,15,30,186,191
2004,4,4,16,30,54,54
2004,4,4,17,30,20,20
2004,4,4,18,30,0,0
2004,4,4,19,30,0,0
2004,4,4,20,30,0,0
2004,4,4,21,30,0,0
2004,4,4,22,30,0,0
2004,4,4,23,30,0,0
2004,4,5,0,30,0,0
2004,4,5,1,30,0,0
2004,4,5,2,30,0,0
2004,4,5,3,30,0,0
2004,4,5,4,30,0,0
2004,4,5,5,30,0,0
2004,4,5,6,30,98,118
2004,4,5,7,30,67,356
2004,4,5,8,30,284,310
2004,4,5,9,30,388,467
2004,4,5,10,30,394,425
2004,4,5,11,30,108,891
2004,4,5,12,30,100,890
2004,4,5,13,30,104,820
2004,4,5,14,30,93,697
2004,4,5,15,30,79,528
2004,4,5,16,30,63,328
2004,4,5,17,30,39,124
2004,4,5,18,30,0,0
2004,4,5,19,30,0,0
2004,4,5,20,30,0,0
2004,4,5,21,30,0,0
2004,4,5,22,30,0,0
2004,4,5,23,30,0,0
2004,4,6,0,30,0,0
2004,4,6,1,30,0,0
2004,4,6,2,30,0,0
2004,4,6,3,30,0,0
2004,4,6,4,30,0,0
2004,4,6,5,30,0,0
2004,4,6,6,30,46,163
2004,4,6,7,30,68,375
2004,4,6,8,30,83,587
2004,4,6,9,30,92,749
2004,4,6,10,30,96,869
2004,4,6,11,30,98,929
2004,4,6,12,30,99,915
2004,4,6,13,30,95,847
2004,4,6,14,30,90,720
2004,4,6,15,30,83,539
2004,4,6,16,30,70,335
2004,4,6,17,30,46,127
2004,4,6,18,30,0,0
2004,4,6,19,30,0,0
2004,4,6,20,30,0,0
2004,4,6,21,30,0,0
2004,4,6,22,30,0,0
2004,4,6,23,30,0,0
2004,4,7,0,30,0,0
2004,4,7,1,30,0,0
2004,4,7,2,30,0,0
2004,4,7,3,30,0,0
2004,4,7,4,30,0,0
2004,4,7,5,30,0,0
2004,4,7,6,30,84,84
2004,4,7,7,30,89,89
2004,4,7,8,30,113,113
2004,4,7,9,30,420,496
2004,4,7,10,30,189,795
2004,4,7,11,30,496,644
2004,4,7,12,30,161,859
2004,4,7,13,30,159,792
2004,4,7,14,30,328,642
2004,4,7,15,30,127,504
2004,4,7,16,30,98,311
2004,4,7,17,30,57,118
2004,4,7,18,30,0,0
2004,4,7,19,30,0,0
2004,4,7,20,30,0,0
2004,4,7,21,30,0,0
2004,4,7,22,30,0,0
2004,4,7,23,30,0,0
2004,4,8,0,30,0,0
2004,4,8,1,30,0,0
2004,4,8,2,30,0,0
2004,4,8,3,30,0,0
2004,4,8,4,30,0,0
2004,4,8,5,30,0,0
2004,4,8,6,30,63,63
2004,4,8,7,30,214,227
2004,4,8,8,30,116,555
2004,4,8,9,30,130,715
2004,4,8,10,30,135,832
2004,4,8,11,30,139,884
2004,4,8,12,30,325,681
2004,4,8,13,30,326,367
2004,4,8,14,30,158,158
2004,4,8,15,30,27,27
2004,4,8,16,30,20,20
2004,4,8,17,30,20,20
2004,4,8,18,30,0,0
2004,4,8,19,30,0,0
2004,4,8,20,30,0,0
2004,4,8,21,30,0,0
2004,4,8,22,30,0,0
2004,4,8,23,30,0,0
2004,4,9,0,30,0,0
2004,4,9,1,30,0,0
2004,4,9,2,30,0,0
2004,4,9,3,30,0,0
2004,4,9,4,30,0,0
2004,4,9,5,30,0,0
2004,4,9,6,30,73,151
2004,4,9,7,30,228,261
2004,4,9,8,30,109,557
2004,4,9,9,30,117,722
2004,4,9,10,30,138,831
2004,4,9,11,30,148,887
2004,4,9,12,30,151,877
2004,4,9,13,30,359,365
2004,4,9,14,30,306,311
2004,4,9,15,30,269,469
2004,4,9,16,30,77,332
2004,4,9,17,30,45,133
2004,4,9,18,30,0,0
2004,4,9,19,30,0,0
2004,4,9,20,30,0,0
2004,4,9,21,30,0,0
2004,4,9,22,30,0,0
2004,4,9,23,30,0,0
2004,4,10,0,30,0,0
2004,4,10,1,30,0,0
2004,4,10,2,30,0,0
2004,4,10,3,30,0,0
2004,4,10,4,30,0,0
2004,4,10,5,30,11,13
2004,4,10,6,30,51,174
2004,4,10,7,30,68,385
2004,4,10,8,30,84,581
2004,4,10,9,30,96,743
2004,4,10,10,30,108,853
2004,4,10,11,30,118,904
2004,4,10,12,30,129,894
2004,4,10,13,30,122,824
2004,4,10,14,30,293,296
2004,4,10,15,30,316,367
2004,4,10,16,30,92,326
2004,4,10,17,30,59,127
2004,4,10,18,30,0,0
2004,4,10,19,30,0,0
2004,4,10,20,30,0,0
2004,4,10,21,30,0,0
2004,4,10,22,30,0,0
2004,4,10,23,30,0,0
2004,4,11,0,30,0,0
2004,4,11,1,30,0,0
2004,4,11,2,30,0,0
2004,4,11,3,30,0,0
2004,4,11,4,30,0,0
2004,4,11,5,30,3,3
2004,4,11,6,30,121,136
2004,4,11,7,30,161,168
2004,4,11,8,30,170,173
2004,4,11,9,30,252,258
2004,4,11,10,30,199,200
2004,4,11,11,30,338,357
2004,4,11,12,30,389,438
2004,4,11,13,30,290,303
2004,4,11,14,30,186,189
2004,4,11,15,30,145,148
2004,4,11,16,30,100,100
2004,4,11,17,30,30,30
2004,4,11,18,30,0,0
2004,4,11,19,30,0,0
2004,4,11,20,30,0,0
2004,4,11,21,30,0,0
2004,4,11,22,30,0,0
2004,4,11,23,30,0,0
2004,4,12,0,30,0,0
2004,4,12,1,30,0,0
2004,4,12,2,30,0,0
2004,4,12,3,30,0,0
2004,4,12,4,30,0,0
2004,4,12,5,30,5,5
2004,4,12,6,30,104,105
2004,4,12,7,30,83,83
2004,4,12,8,30,183,184
2004,4,12,9,30,306,310
2004,4,12,10,30,382,537
2004,4,12,11,30,360,572
2004,4,12,12,30,392,567
2004,4,12,13,30,271,279
2004,4,12,14,30,166,167
2004,4,12,15,30,148,151
2004,4,12,16,30,65,66
2004,4,12,17,30,18,18
2004,4,12,18,30,0,0
2004,4,12,19,30,0,0
2004,4,12,20,30,0,0
2004,4,12,21,30,0,0
2004,4,12,22,30,0,0
2004,4,12,23,30,0,0
2004,4,13,0,30,0,0
2004,4,13,1,30,0,0
2004,4,13,2,30,0,0
2004,4,13,3,30,0,0
2004,4,13,4,30,0,0
2004,4,13,5,30,2,2
2004,4,13,6,30,8,8
2004,4,13,7,30,119,122
2004,4,13,8,30,174,181
2004,4,13,9,30,208,211
2004,4,13,10,30,181,182
2004,4,13,11,30,229,231
2004,4,13,12,30,67,67
2004,4,13,13,30,33,33
2004,4,13,14,30,73,73
2004,4,13,15,30,65,65
2004,4,13,16,30,66,66
2004,4,13,17,30,37,37
2004,4,13,18,30,0,0
2004,4,13,19,30,0,0
2004,4,13,20,30,0,0
2004,4,13,21,30,0,0
2004,4,13,22,30,0,0
2004,4,13,23,30,0,0
2004,4,14,0,30,0,0
2004,4,14,1,30,0,0
2004,4,14,2,30,0,0
2004,4,14,3,30,0,0
2004,4,14,4,30,0,0
2004,4,14,5,30,7,7
2004,4,14,6,30,25,25
2004,4,14,7,30,101,102
2004,4,14,8,30,49,49
2004,4,14,9,30,192,193
2004,4,14,10,30,124,124
2004,4,14,11,30,208,209
2004,4,14,12,30,253,256
2004,4,14,13,30,199,202
2004,4,14,14,30,89,89
2004,4,14,15,30,106,106
2004,4,14,16,30,61,61
2004,4,14,17,30,3,3
2004,4,14,18,30,0,0
2004,4,14,19,30,0,0
2004,4,14,20,30,0,0
2004,4,14,21,30,0,0
2004,4,14,22,30,0,0
2004,4,14,23,30,0,0
2004,4,15,0,30,0,0
2004,4,15,1,30,0,0
2004,4,15,2,30,0,0
2004,4,15,3,30,0,0
2004,4,15,4,30,0,0
2004,4,15,5,30,5,5
2004,4,15,6,30,77,79
2004,4,15,7,30,10,10
2004,4,15,8,30,33,33
2004,4,15,9,30,331,382
2004,4,15,10,30,384,479
2004,4,15,11,30,311,761
2004,4,15,12,30,110,917
2004,4,15,13,30,104,853
2004,4,15,14,30,97,731
2004,4,15,15,30,86,560
2004,4,15,16,30,71,358
2004,4,15,17,30,48,152
2004,4,15,18,30,0,0
2004,4,15,19,30,0,0
2004,4,15,20,30,0,0
2004,4,15,21,30,0,0
2004,4,15,22,30,0,0
2004,4,15,23,30,0,0
2004,4,16,0,30,0,0
2004,4,16,1,30,0,0
2004,4,16,2,30,0,0
2004,4,16,3,30,0,0
2004,4,16,4,30,0,0
2004,4,16,5,30,20,29
2004,4,16,6,30,58,207
2004,4,16,7,30,76,422
2004,4,16,8,30,90,621
2004,4,16,9,30,100,785
2004,4,16,10,30,99,896
2004,4,16,11,30,100,952
2004,4,16,12,30,101,938
2004,4,16,13,30,101,867
2004,4,16,14,30,96,735
2004,4,16,15,30,87,563
2004,4,16,16,30,74,359
2004,4,16,17,30,51,153
2004,4,16,18,30,0,0
2004,4,16,19,30,0,0
2004,4,16,20,30,0,0
2004,4,16,21,30,0,0
2004,4,16,22,30,0,0
2004,4,16,23,30,0,0
2004,4,17,0,30,0,0
2004,4,17,1,30,0,0
2004,4,17,2,30,0,0
2004,4,17,3,30,0,0
2004,4,17,4,30,0,0
2004,4,17,5,30,4,4
2004,4,17,6,30,111,112
2004,4,17,7,30,117,378
2004,4,17,8,30,146,561
2004,4,17,9,30,157,718
2004,4,17,10,30,157,831
2004,4,17,11,30,156,888
2004,4,17,12,30,151,883
2004,4,17,13,30,148,814
2004,4,17,14,30,277,560
2004,4,17,15,30,266,392
2004,4,17,16,30,205,252
2004,4,17,17,30,36,36
2004,4,17,18,30,0,0
2004,4,17,19,30,0,0
2004,4,17,20,30,0,0
2004,4,17,21,30,0,0
2004,4,17,22,30,0,0
2004,4,17,23,30,0,0
2004,4,18,0,30,0,0
2004,4,18,1,30,0,0
2004,4,18,2,30,0,0
2004,4,18,3,30,0,0
2004,4,18,4,30,0,0
2004,4,18,5,30,21,25
2004,4,18,6,30,89,181
2004,4,18,7,30,122,376
2004,4,18,8,30,145,561
2004,4,18,9,30,162,717
2004,4,18,10,30,212,811
2004,4,18,11,30,429,809
2004,4,18,12,30,364,732
2004,4,18,13,30,389,617
2004,4,18,14,30,343,589
2004,4,18,15,30,285,347
2004,4,18,16,30,208,257
2004,4,18,17,30,89,92
2004,4,18,18,30,0,0
2004,4,18,19,30,0,0
2004,4,18,20,30,0,0
2004,4,18,21,30,0,0
2004,4,18,22,30,0,0
2004,4,18,23,30,0,0
2004,4,19,0,30,0,0
2004,4,19,1,30,0,0
2004,4,19,2,30,0,0
2004,4,19,3,30,0,0
2004,4,19,4,30,0,0
2004,4,19,5,30,15,15
2004,4,19,6,30,40,40
2004,4,19,7,30,249,278
2004,4,19,8,30,137,577
2004,4,19,9,30,150,731
2004,4,19,10,30,157,839
2004,4,19,11,30,158,892
2004,4,19,12,30,312,769
2004,4,19,13,30,302,678
2004,4,19,14,30,156,689
2004,4,19,15,30,234,472
2004,4,19,16,30,107,338
2004,4,19,17,30,87,91
2004,4,19,18,30,0,0
2004,4,19,19,30,0,0
2004,4,19,20,30,0,0
2004,4,19,21,30,0,0
2004,4,19,22,30,0,0
2004,4,19,23,30,0,0
2004,4,20,0,30,0,0
2004,4,20,1,30,0,0
2004,4,20,2,30,0,0
2004,4,20,3,30,0,0
2004,4,20,4,30,0,0
2004,4,20,5,30,25,37
2004,4,20,6,30,65,213
2004,4,20,7,30,77,428
2004,4,20,8,30,92,620
2004,4,20,9,30,104,782
2004,4,20,10,30,117,890
2004,4,20,11,30,118,945
2004,4,20,12,30,119,931
2004,4,20,13,30,118,860
2004,4,20,14,30,109,736
2004,4,20,15,30,96,565
2004,4,20,16,30,220,243
2004,4,20,17,30,103,129
2004,4,20,18,30,5,5
2004,4,20,19,30,0,0
2004,4,20,20,30,0,0
2004,4,20,21,30,0,0
2004,4,20,22,30,0,0
2004,4,20,23,30,0,0
2004,4,21,0,30,0,0
2004,4,21,1,30,0,0
2004,4,21,2,30,0,0
2004,4,21,3,30,0,0
2004,4,21,4,30,0,0
2004,4,21,5,30,18,18
2004,4,21,6,30,21,21
2004,4,21,7,30,16,16
2004,4,21,8,30,89,89
2004,4,21,9,30,414,574
2004,4,21,10,30,130,856
2004,4,21,11,30,141,904
2004,4,21,12,30,150,890
2004,4,21,13,30,146,818
2004,4,21,14,30,148,691
2004,4,21,15,30,262,407
2004,4,21,16,30,129,327
2004,4,21,17,30,57,57
2004,4,21,18,30,2,2
2004,4,21,19,30,0,0
2004,4,21,20,30,0,0
2004,4,21,21,30,0,0
2004,4,21,22,30,0,0
2004,4,21,23,30,0,0
2004,4,22,0,30,0,0
2004,4,22,1,30,0,0
2004,4,22,2,30,0,0
2004,4,22,3,30,0,0
2004,4,22,4,30,0,0
2004,4,22,5,30,9,9
2004,4,22,6,30,125,134
2004,4,22,7,30,231,244
2004,4,22,8,30,344,395
2004,4,22,9,30,406,601
2004,4,22,10,30,453,712
2004,4,22,11,30,200,874
2004,4,22,12,30,341,748
2004,4,22,13,30,214,788
2004,4,22,14,30,310,594
2004,4,22,15,30,267,446
2004,4,22,16,30,210,299
2004,4,22,17,30,94,97
2004,4,22,18,30,3,3
2004,4,22,19,30,0,0
2004,4,22,20,30,0,0
2004,4,22,21,30,0,0
2004,4,22,22,30,0,0
2004,4,22,23,30,0,0
2004,4,23,0,30,0,0
2004,4,23,1,30,0,0
2004,4,23,2,30,0,0
2004,4,23,3,30,0,0
2004,4,23,4,30,0,0
2004,4,23,5,30,7,7
2004,4,23,6,30,133,136
2004,4,23,7,30,102,102
2004,4,23,8,30,288,301
2004,4,23,9,30,272,273
2004,4,23,10,30,255,256
2004,4,23,11,30,421,433
2004,4,23,12,30,365,367
2004,4,23,13,30,450,520
2004,4,23,14,30,174,174
2004,4,23,15,30,200,200
2004,4,23,16,30,164,166
2004,4,23,17,30,45,45
2004,4,23,18,30,5,5
2004,4,23,19,30,0,0
2004,4,23,20,30,0,0
2004,4,23,21,30,0,0
2004,4,23,22,30,0,0
2004,4,23,23,30,0,0
2004,4,24,0,30,0,0
2004,4,24,1,30,0,0
2004,4,24,2,30,0,0
2004,4,24,3,30,0,0
2004,4,24,4,30,0,0
2004,4,24,5,30,32,37
2004,4,24,6,30,108,207
2004,4,24,7,30,101,429
2004,4,24,8,30,109,628
2004,4,24,9,30,115,790
2004,4,24,10,30,107,907
2004,4,24,11,30,108,960
2004,4,24,12,30,107,948
2004,4,24,13,30,103,878
2004,4,24,14,30,97,752
2004,4,24,15,30,91,581
2004,4,24,16,30,75,383
2004,4,24,17,30,118,125
2004,4,24,18,30,11,11
2004,4,24,19,30,0,0
2004,4,24,20,30,0,0
2004,4,24,21,30,0,0
2004,4,24,22,30,0,0
2004,4,24,23,30,0,0
2004,4,25,0,30,0,0
2004,4,25,1,30,0,0
2004,4,25,2,30,0,0
2004,4,25,3,30,0,0
2004,4,25,4,30,0,0
2004,4,25,5,30,39,40
2004,4,25,6,30,153,181
2004,4,25,7,30,79,449
2004,4,25,8,30,97,636
2004,4,25,9,30,113,788
2004,4,25,10,30,115,893
2004,4,25,11,30,402,653
2004,4,25,12,30,386,645
2004,4,25,13,30,253,253
2004,4,25,14,30,179,179
2004,4,25,15,30,260,271
2004,4,25,16,30,48,48
2004,4,25,17,30,61,61
2004,4,25,18,30,5,5
2004,4,25,19,30,0,0
2004,4,25,20,30,0,0
2004,4,25,21,30,0,0
2004,4,25,22,30,0,0
2004,4,25,23,30,0,0
2004,4,26,0,30,0,0
2004,4,26,1,30,0,0
2004,4,26,2,30,0,0
2004,4,26,3,30,0,0
2004,4,26,4,30,0,0
2004,4,26,5,30,6,6
2004,4,26,6,30,114,120
2004,4,26,7,30,55,55
2004,4,26,8,30,35,35
2004,4,26,9,30,167,167
2004,4,26,10,30,270,275
2004,4,26,11,30,291,296
2004,4,26,12,30,209,210
2004,4,26,13,30,62,62
2004,4,26,14,30,115,115
2004,4,26,15,30,84,84
2004,4,26,16,30,77,77
2004,4,26,17,30,31,31
2004,4,26,18,30,4,4
2004,4,26,19,30,0,0
2004,4,26,20,30,0,0
2004,4,26,21,30,0,0
2004,4,26,22,30,0,0
2004,4,26,23,30,0,0
2004,4,27,0,30,0,0
2004,4,27,1,30,0,0
2004,4,27,2,30,0,0
2004,4,27,3,30,0,0
2004,4,27,4,30,0,0
2004,4,27,5,30,23,23
2004,4,27,6,30,42,43
2004,4,27,7,30,120,121
2004,4,27,8,30,122,627
2004,4,27,9,30,133,780
2004,4,27,10,30,158,882
2004,4,27,11,30,158,931
2004,4,27,12,30,109,109
2004,4,27,13,30,357,390
2004,4,27,14,30,255,255
2004,4,27,15,30,140,556
2004,4,27,16,30,238,289
2004,4,27,17,30,46,46
2004,4,27,18,30,16,19
2004,4,27,19,30,0,0
2004,4,27,20,30,0,0
2004,4,27,21,30,0,0
2004,4,27,22,30,0,0
2004,4,27,23,30,0,0
2004,4,28,0,30,0,0
2004,4,28,1,30,0,0
2004,4,28,2,30,0,0
2004,4,28,3,30,0,0
2004,4,28,4,30,0,0
2004,4,28,5,30,37,61
2004,4,28,6,30,72,248
2004,4,28,7,30,271,337
2004,4,28,8,30,91,660
2004,4,28,9,30,99,819
2004,4,28,10,30,103,929
2004,4,28,11,30,109,981
2004,4,28,12,30,112,964
2004,4,28,13,30,102,897
2004,4,28,14,30,94,771
2004,4,28,15,30,84,602
2004,4,28,16,30,72,401
2004,4,28,17,30,53,192
2004,4,28,18,30,17,24
2004,4,28,19,30,0,0
2004,4,28,20,30,0,0
2004,4,28,21,30,0,0
2004,4,28,22,30,0,0
2004,4,28,23,30,0,0
2004,4,29,0,30,0,0
2004,4,29,1,30,0,0
2004,4,29,2,30,0,0
2004,4,29,3,30,0,0
2004,4,29,4,30,0,0
2004,4,29,5,30,34,63
2004,4,29,6,30,70,243
2004,4,29,7,30,94,441
2004,4,29,8,30,107,629
2004,4,29,9,30,117,780
2004,4,29,10,30,142,878
2004,4,29,11,30,139,931
2004,4,29,12,30,134,921
2004,4,29,13,30,136,850
2004,4,29,14,30,127,726
2004,4,29,15,30,113,565
2004,4,29,16,30,91,376
2004,4,29,17,30,65,179
2004,4,29,18,30,19,23
2004,4,29,19,30,0,0
2004,4,29,20,30,0,0
2004,4,29,21,30,0,0
2004,4,29,22,30,0,0
2004,4,29,23,30,0,0
2004,4,30,0,30,0,0
2004,4,30,1,30,0,0
2004,4,30,2,30,0,0
2004,4,30,3,30,0,0
2004,4,30,4,30,0,0
2004,4,30,5,30,38,66
2004,4,30,6,30,78,246
2004,4,30,7,30,102,446
2004,4,30,8,30,348,502
2004,4,30,9,30,276,684
2004,4,30,10,30,316,709
2004,4,30,11,30,344,751
2004,4,30,12,30,352,739
2004,4,30,13,30,379,652
2004,4,30,14,30,328,571
2004,4,30,15,30,244,478
2004,4,30,16,30,205,285
2004,4,30,17,30,125,151
2004,4,30,18,30,15,15
2004,4,30,19,30,0,0
2004,4,30,20,30,0,0
2004,4,30,21,30,0,0
2004,4,30,22,30,0,0
2004,4,30,23,30,0,0
2000,5,1,0,30,0,0
2000,5,1,1,30,0,0
2000,5,1,2,30,0,0
2000,5,1,3,30,0,0
2000,5,1,4,30,0,0
2000,5,1,5,30,52,53
2000,5,1,6,30,136,235
2000,5,1,7,30,175,439
2000,5,1,8,30,222,598
2000,5,1,9,30,233,727
2000,5,1,10,30,256,760
2000,5,1,11,30,338,773
2000,5,1,12,30,366,762
2000,5,1,13,30,329,693
2000,5,1,14,30,147,738
2000,5,1,15,30,134,572
2000,5,1,16,30,173,184
2000,5,1,17,30,116,121
2000,5,1,18,30,14,14
2000,5,1,19,30,0,0
2000,5,1,20,30,0,0
2000,5,1,21,30,0,0
2000,5,1,22,30,0,0
2000,5,1,23,30,0,0
2000,5,2,0,30,0,0
2000,5,2,1,30,0,0
2000,5,2,2,30,0,0
2000,5,2,3,30,0,0
2000,5,2,4,30,0,0
2000,5,2,5,30,14,14
2000,5,2,6,30,105,108
2000,5,2,7,30,80,80
2000,5,2,8,30,170,170
2000,5,2,9,30,440,649
2000,5,2,10,30,496,704
2000,5,2,11,30,154,948
2000,5,2,12,30,511,688
2000,5,2,13,30,123,881
2000,5,2,14,30,108,759
2000,5,2,15,30,95,596
2000,5,2,16,30,74,403
2000,5,2,17,30,54,201
2000,5,2,18,30,20,32
2000,5,2,19,30,0,0
2000,5,2,20,30,0,0
2000,5,2,21,30,0,0
2000,5,2,22,30,0,0
2000,5,2,23,30,0,0
2000,5,3,0,30,0,0
2000,5,3,1,30,0,0
2000,5,3,2,30,0,0
2000,5,3,3,30,0,0
2000,5,3,4,30,0,0
2000,5,3,5,30,54,54
2000,5,3,6,30,69,267
2000,5,3,7,30,86,473
2000,5,3,8,30,97,663
2000,5,3,9,30,105,819
2000,5,3,10,30,105,928
2000,5,3,11,30,105,980
2000,5,3,12,30,104,970
2000,5,3,13,30,99,901
2000,5,3,14,30,97,776
2000,5,3,15,30,89,604
2000,5,3,16,30,76,407
2000,5,3,17,30,57,203
2000,5,3,18,30,21,33
2000,5,3,19,30,0,0
2000,5,3,20,30,0,0
2000,5,3,21,30,0,0
2000,5,3,22,30,0,0
2000,5,3,23,30,0,0
2000,5,4,0,30,0,0
2000,5,4,1,30,0,0
2000,5,4,2,30,0,0
2000,5,4,3,30,0,0
2000,5,4,4,30,0,0
2000,5,4,5,30,43,77
2000,5,4,6,30,85,258
2000,5,4,7,30,112,456
2000,5,4,8,30,129,642
2000,5,4,9,30,138,793
2000,5,4,10,30,165,890
2000,5,4,11,30,167,939
2000,5,4,12,30,162,931
2000,5,4,13,30,154,863
2000,5,4,14,30,146,741
2000,5,4,15,30,342,443
2000,5,4,16,30,191,335
2000,5,4,17,30,110,142
2000,5,4,18,30,17,17
2000,5,4,19,30,0,0
2000,5,4,20,30,0,0
2000,5,4,21,30,0,0
2000,5,4,22,30,0,0
2000,5,4,23,30,0,0
2000,5,5,0,30,0,0
2000,5,5,1,30,0,0
2000,5,5,2,30,0,0
2000,5,5,3,30,0,0
2000,5,5,4,30,0,0
2000,5,5,5,30,20,20
2000,5,5,6,30,149,152
2000,5,5,7,30,272,308
2000,5,5,8,30,252,522
2000,5,5,9,30,322,612
2000,5,5,10,30,187,850
2000,5,5,11,30,312,791
2000,5,5,12,30,187,886
2000,5,5,13,30,270,780
2000,5,5,14,30,150,150
2000,5,5,15,30,322,449
2000,5,5,16,30,79,79
2000,5,5,17,30,44,44
2000,5,5,18,30,26,26
2000,5,5,19,30,0,0
2000,5,5,20,30,0,0
2000,5,5,21,30,0,0
2000,5,5,22,30,0,0
2000,5,5,23,30,0,0
2000,5,6,0,30,0,0
2000,5,6,1,30,0,0
2000,5,6,2,30,0,0
2000,5,6,3,30,0,0
2000,5,6,4,30,0,0
2000,5,6,5,30,46,74
2000,5,6,6,30,92,246
2000,5,6,7,30,147,424
2000,5,6,8,30,171,600
2000,5,6,9,30,184,746
2000,5,6,10,30,239,833
2000,5,6,11,30,261,875
2000,5,6,12,30,276,859
2000,5,6,13,30,490,702
2000,5,6,14,30,253,674
2000,5,6,15,30,330,362
2000,5,6,16,30,222,232
2000,5,6,17,30,97,173
2000,5,6,18,30,22,22
2000,5,6,19,30,0,0
2000,5,6,20,30,0,0
2000,5,6,21,30,0,0
2000,5,6,22,30,0,0
2000,5,6,23,30,0,0
2000,5,7,0,30,0,0
2000,5,7,1,30,0,0
2000,5,7,2,30,0,0
2000,5,7,3,30,0,0
2000,5,7,4,30,0,0
2000,5,7,5,30,47,76
2000,5,7,6,30,97,247
2000,5,7,7,30,133,434
2000,5,7,8,30,162,609
2000,5,7,9,30,446,590
2000,5,7,10,30,229,837
2000,5,7,11,30,242,885
2000,5,7,12,30,233,878
2000,5,7,13,30,200,821
2000,5,7,14,30,183,706
2000,5,7,15,30,159,551
2000,5,7,16,30,129,369
2000,5,7,17,30,86,183
2000,5,7,18,30,26,32
2000,5,7,19,30,0,0
2000,5,7,20,30,0,0
2000,5,7,21,30,0,0
2000,5,7,22,30,0,0
2000,5,7,23,30,0,0
2000,5,8,0,30,0,0
2000,5,8,1,30,0,0
2000,5,8,2,30,0,0
2000,5,8,3,30,0,0
2000,5,8,4,30,0,0
2000,5,8,5,30,47,81
2000,5,8,6,30,90,254
2000,5,8,7,30,120,443
2000,5,8,8,30,141,621
2000,5,8,9,30,158,764
2000,5,8,10,30,212,845
2000,5,8,11,30,227,892
2000,5,8,12,30,506,759
2000,5,8,13,30,233,809
2000,5,8,14,30,381,428
2000,5,8,15,30,192,538
2000,5,8,16,30,155,358
2000,5,8,17,30,101,176
2000,5,8,18,30,26,26
2000,5,8,19,30,0,0
2000,5,8,20,30,0,0
2000,5,8,21,30,0,0
2000,5,8,22,30,0,0
2000,5,8,23,30,0,0
2000,5,9,0,30,0,0
2000,5,9,1,30,0,0
2000,5,9,2,30,0,0
2000,5,9,3,30,0,0
2000,5,9,4,30,0,0
2000,5,9,5,30,53,78
2000,5,9,6,30,106,251
2000,5,9,7,30,118,446
2000,5,9,8,30,131,626
2000,5,9,9,30,143,772
2000,5,9,10,30,154,872
2000,5,9,11,30,162,918
2000,5,9,12,30,167,904
2000,5,9,13,30,185,827
2000,5,9,14,30,177,708
2000,5,9,15,30,158,553
2000,5,9,16,30,108,380
2000,5,9,17,30,76,193
2000,5,9,18,30,27,37
2000,5,9,19,30,0,0
2000,5,9,20,30,0,0
2000,5,9,21,30,0,0
2000,5,9,22,30,0,0
2000,5,9,23,30,0,0
2000,5,10,0,30,0,0
